200,-479740.3252,98629.99225,300.7491162,378.3412414,0,0
400,-479452.3438,98230.20178,299.5300485,379.0980625,249,1.29180491
600,-479429.9426,98077.16531,299.0633996,377.7747241,249,1.454630375
800,-479501.8454,99220.30829,302.549147,378.6832505,249,1.545974255
1000,-480464.027,99063.64018,302.0714242,376.3602472,249,1.570220828
1200,-480938.6876,98765.96374,301.1637294,379.188874,249,1.545988441
1400,-481385.2305,97795.08388,298.2032581,377.3235602,249,1.59593451
1600,-480112.8181,98344.80018,299.8794896,378.6180127,249,1.536147356
1800,-479085.2965,99362.82434,302.9837164,377.7604503,249,1.673056126
2000,-479847.062,97986.88608,298.7881141,378.5671102,249,1.783157229
2200,-480888.1183,98119.5329,299.1925896,379.4928401,249,1.705039859
2400,-479741.3932,99070.81546,302.0933035,377.9189423,249,1.691690803
2600,-478803.0241,98918.51149,301.6288882,379.1768977,249,1.680184007
2800,-480091.5673,97647.25063,297.7524752,377.0377597,249,1.641218662
3000,-480546.5425,98816.80163,301.3187477,378.1391503,249,1.665382147
3200,-479819.4274,98853.51753,301.4307043,377.7081276,249,1.814182401
3400,-479606.5644,98078.94882,299.0688379,378.0157347,249,1.713769794
3600,-480408.1654,98758.16894,301.139961,378.8807608,249,1.768916011
3800,-479929.4377,98349.66279,299.894317,379.2407747,249,1.76613307
4000,-479776.8419,98591.05407,300.6303833,380.10402,249,1.951737165
4200,-480309.7304,97563.36693,297.4966915,377.494964,249,1.819059968
4400,-479947.8935,98009.9992,298.8585922,377.0957652,249,2.037039757
4600,-479409.8255,98795.99137,301.2552917,379.325546,249,1.826779723
4800,-479387.4425,99167.63704,302.3885383,379.3266586,249,1.912284017
5000,-481480.8686,98281.75468,299.687247,377.8364118,249,1.898524046
5200,-480155.9009,98878.71873,301.5075494,378.2446991,249,1.831370711
5400,-479821.3853,99046.57259,302.0193805,378.9194723,249,1.747464776
5600,-479386.4296,98411.27467,300.082188,378.2063216,249,1.850444198
5800,-480252.059,98954.9519,301.7400047,378.5157917,249,1.981494784
6000,-478261.7739,97766.84343,298.1171455,377.7292165,249,2.082112312
6200,-480195.41,97968.98227,298.7335207,378.2434503,249,1.974616766
6400,-480044.3049,98769.30542,301.1739191,379.2764607,249,1.884034514
6600,-479115.14,98334.47799,299.8480145,379.5418301,249,1.869058251
6800,-481238.2892,98523.00772,300.4228918,377.1442738,249,1.84711659
7000.000001,-480906.3106,97965.99995,298.7244268,378.584541,249,1.937746525
7200.000001,-479083.1073,97602.00256,297.6145018,379.1134893,249,1.932388783
7400.000001,-479705.8666,98109.00712,299.1604937,379.1295015,249,2.024337292
7600.000001,-480345.3218,98388.348,300.0122785,378.0147175,249,1.865162015
7800.000001,-480716.6949,98612.73325,300.6964889,376.456689,249,1.832352042
8000.000001,-478906.8531,98934.14304,301.6765529,378.7857536,249,1.94764173
8200.000001,-479874.8931,98970.67096,301.7879363,378.8147614,249,1.97656846
8400.000001,-480584.0745,98965.8365,301.7731947,376.8828806,249,1.923752666
8600.000001,-479299.9151,99301.10699,302.7955237,378.4494524,249,1.965884924
8800.000001,-479994.4528,98259.41375,299.6191236,378.1342957,249,2.166262627
9000.000001,-480926.0798,98120.60944,299.1958723,377.7558667,249,2.136648417
9200.000001,-479603.4553,98388.14559,300.0116613,379.463448,249,2.076446295
9400.000001,-481582.6862,98890.12829,301.5423402,378.2570578,249,1.93116045
9600.000001,-481573.5481,98097.18232,299.1244367,378.3621945,249,2.091513872
9800.000001,-480435.7577,97873.39147,298.4420389,378.7126234,249,1.948135734
10000,-479179.7766,97805.10082,298.2338025,379.5922236,249,1.877789855
10200,-479767.0243,98528.41406,300.4393772,379.4192384,249,1.800253868
10400,-479817.9448,98203.01577,299.4471511,378.7385651,249,1.914549708
10600,-479614.6627,98275.05853,299.6668287,379.8162226,249,1.986175776
10800,-480651.3071,97921.90491,298.5899693,377.8620501,249,1.920256019
11000,-481155.5848,98634.03166,300.7614334,378.9955704,249,1.84621942
11200,-480297.254,97910.13932,298.5540928,377.4574361,249,1.827892661
11400,-480232.5688,99799.18196,304.314287,378.5489198,249,1.875204325
11600,-479342.0222,98534.01498,300.4564559,378.2452161,249,1.965746164
11800,-480433.4053,98715.96894,301.011282,378.5025069,249,1.938520074
12000,-479610.9945,97979.46548,298.7654867,378.5419266,249,2.045773745
12200,-479253.8434,98117.69971,299.1869997,377.9257904,249,1.900262594
12400,-480271.2643,99369.23175,303.0032543,377.5932208,249,1.946042538
12600,-480801.2995,97816.35825,298.2681294,377.9662083,249,1.989649177
12800,-480539.0602,98469.57215,300.2599525,377.8100812,249,1.928633451
13000,-479771.2395,99339.0952,302.9113599,377.8026195,249,1.961344838
13200,-480493.8279,98470.02724,300.2613402,378.2031199,249,1.974306583
13400,-479816.8709,98359.8277,299.9253125,379.5098063,249,1.91231513
13600,-480482.0934,98447.80452,300.1935772,378.580019,249,1.891178727
13800,-479496.2098,97724.50425,297.988042,378.7537471,249,1.960676789
14000,-479023.992,98336.22571,299.8533437,377.5791333,249,1.896366596
14200,-480587.7039,98362.58569,299.9337223,379.0828275,249,1.978024602
14400,-480367.5561,98149.53144,299.2840632,377.4160135,249,1.979610205
14600,-481374.4858,98718.01079,301.0175081,377.9749674,249,2.003797054
14800,-479690.2292,99493.06425,303.3808526,378.2167021,249,2.072808504
15000,-481629.505,98680.52232,300.9031958,378.9202002,249,1.947232842
15200,-479697.7698,98864.35732,301.4637577,378.8663311,249,1.96058929
15400,-482504.8225,98870.70746,301.4831209,376.7464751,249,1.87727344
