#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-513545.19474881934,104552.02670478984,299.48327080601246,404.82902696405927,0
200000,400.00000000118183,-512967.2475518286,104955.30475244496,300.63843759294656,404.64630040612906,261
300000,599.9999999996356,-511382.08911592,104050.70811754238,298.04727252882327,403.8639169904269,261
400000,799.9999999949063,-513163.27811511746,104531.50756467425,299.42449490859923,405.16841283193315,261
500000,999.9999999901769,-513257.0868615508,104982.74168001993,300.7170290949001,404.2136633482615,261
600000,1199.9999999854476,-512964.9388408391,105075.82969342652,300.98367435856926,405.77923980722215,261
700000,1399.9999999807183,-513637.3192996443,104453.83862612936,299.20201669857727,403.4133200762611,261
800000,1599.9999999759889,-512601.1568353656,105162.9456643727,301.23321304988576,404.4838420248151,261
900000,1799.9999999712595,-512298.4412184572,104074.90985861892,298.1165970250118,405.4267628047301,261
1000000,1999.9999999665301,-513275.30987127265,105654.37995823352,302.64089833682186,402.9970434709246,261
1100000,2199.9999999618008,-513981.3256782,105096.17277477012,301.04194594575,402.96008568996774,261
1200000,2399.9999999570714,-513173.9645211259,104502.47904640553,299.3413443865887,403.1842049212627,261
1300000,2599.999999952342,-513201.2124615004,104555.20258188853,299.49236792341105,403.951449228376,261
1400000,2799.9999999476127,-512622.76512259804,104826.40921980912,300.26922374867496,405.3811834469318,261
1500000,2999.9999999428833,-511683.17333117826,105244.54434108711,301.46694776901154,403.2595428344473,261
1600000,3199.999999938154,-512576.2920840937,104673.50501067472,299.83123843060093,406.15272115878594,261
1700000,3399.9999999334245,-513346.73192302696,104531.49965281808,299.42447224554206,403.4254955117906,261
1800000,3599.999999928695,-513855.45200951956,104194.11661697901,298.45805793228493,404.792931409894,261
1900000,3799.999999923966,-514284.7542849039,104734.18262287648,300.0050459629809,404.4351769337355,261
2000000,3999.9999999192364,-513170.3973020748,104148.15922782698,298.32641563270704,403.40245150136025,261
2100000,4199.999999938153,-512979.2527483222,103951.85209611256,297.7641051377189,404.0506290970535,261
2200000,4399.999999978899,-512661.070311415,105549.52006716328,302.3405332062372,403.9363818515557,261
2300000,4600.000000019644,-512989.4274835782,104413.8799432702,299.08755734836734,404.0960999540591,261
2400000,4800.0000000603895,-513925.00048693875,104897.85956233728,300.47388914785427,404.0858934526318,261
2500000,5000.000000101135,-513760.04807442613,104141.83081681398,298.30828826311966,405.1656074671474,261
2600000,5200.00000014188,-511833.50625561085,104692.34431772144,299.88520254274584,405.1714853221693,261
2700000,5400.000000182626,-514165.84535670653,104261.08210151468,298.6498767135361,403.13120647390815,261
2800000,5600.000000223371,-514901.91801896365,104057.9785729319,298.068098330378,401.90730158276267,261
2900000,5800.000000264116,-511809.8068013252,104234.48173622158,298.57368149615303,403.38022927899493,261
3000000,6000.000000304862,-512715.90812719055,104357.510899299,298.92609146202574,404.55371344301994,261
3100000,6200.000000345607,-512902.71798804356,104591.8040189679,299.59721063606054,403.4274373405215,261
3200000,6400.000000386352,-512839.42337235156,104348.42188566981,298.9000565049248,403.6776719192907,261
3300000,6600.000000427098,-512174.12520141294,104323.0531442145,298.8273892032309,404.4182436586577,261
3400000,6800.000000467843,-512425.3748464254,105545.23004193348,302.3282446755587,404.17338013771746,261
3500000,7000.0000005085885,-514187.2777043646,105229.5097552714,301.4238820621361,403.55850831831316,261
3600000,7200.000000549334,-512623.9963934985,104585.60596829257,299.5794566761673,404.85686205894973,261
3700000,7400.000000590079,-511903.14189893287,104468.21906688926,299.24320864454086,404.3809000698699,261
