#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-512442.9594539385,105158.93150422466,301.2217147188772,403.98680054139265,0
200000,400.00000000118183,-512851.849154992,104917.95712874638,300.53145747161744,404.03715375264693,264
300000,599.9999999996356,-513945.5448168176,105113.011801205,301.0901803690591,403.451570171719,264
400000,799.9999999949063,-512674.64670599485,105131.67446115144,301.143638485739,403.47221292092553,263
500000,999.9999999901769,-512286.221363246,105159.7854971384,301.22416093249075,403.25285525296425,263
600000,1199.9999999854476,-513119.65974986274,104632.41600139806,299.7135413253397,404.65861001633124,264
700000,1399.9999999807183,-513908.93437819416,104449.9578854852,299.19090054006847,403.67613635921816,264
800000,1599.9999999759889,-513234.2517268113,105066.23535343597,300.95619192315263,404.12067438588355,264
900000,1799.9999999712595,-513607.48183663376,104041.85347460047,298.0219089130844,402.348439658176,264
1000000,1999.9999999665301,-513770.8776977905,104614.07423427468,299.66100238770645,404.34788872534733,264
1100000,2199.9999999618008,-512519.15449666325,105381.84313612618,301.86023227541455,403.2273593296621,264
1200000,2399.9999999570714,-512530.87871471327,105455.82683679234,302.07215433336177,402.77900958374653,264
1300000,2599.999999952342,-514500.71592403715,104839.47759759543,300.3066573656685,403.218808102848,264
1400000,2799.9999999476127,-513208.3126580897,105539.17338516808,302.3108957303931,405.79702974280383,264
1500000,2999.9999999428833,-513758.36900692293,104380.37578169385,298.99158660336366,404.66432232625766,264
1600000,3199.999999938154,-514360.26809910964,104022.87272580451,297.96753964917895,403.7691181824704,264
1700000,3399.9999999334245,-513571.25011635805,105103.73355441377,301.0636033644428,402.9010858829528,264
1800000,3599.999999928695,-512998.39235551655,104853.90230194014,300.3479761021265,405.71531369785623,264
1900000,3799.999999923966,-513573.25894966116,105279.86136949202,301.5681113668413,404.11966442312917,264
2000000,3999.9999999192364,-512915.4278381206,104855.62725244637,300.3529171237008,403.15451724549195,264
2100000,4199.999999938153,-513602.24883224396,104706.1375294521,299.9247124049093,403.80670756960905,264
2200000,4399.999999978899,-513696.48091055034,105062.98171250433,300.94687205572444,404.43845046633623,264
2300000,4600.000000019644,-512712.66968732513,104027.44648671919,297.9806409244175,403.85266538104645,264
2400000,4800.0000000603895,-512916.45859326096,104980.46000277647,300.7104933615879,404.44157600861547,264
2500000,5000.000000101135,-514103.6465719864,104275.48901150678,298.6911444790939,404.69551136613916,264
2600000,5200.00000014188,-513314.70048275404,104879.34130663285,300.4208446688252,405.8128461462138,264
2700000,5400.000000182626,-513169.91520571755,104756.10505086574,300.0678414978467,404.5877566555682,264
2800000,5600.000000223371,-513495.48175996076,104739.01461081163,300.01888691467667,404.0186202210203,264
2900000,5800.000000264116,-512202.05186674884,104498.43209568737,299.32975212887675,405.551963911428,264
3000000,6000.000000304862,-512331.3792297621,104505.17411735281,299.3490642624035,404.6278409016068,264
3100000,6200.000000345607,-513214.2843465358,104991.26062409603,300.741431120534,403.313709960774,264
3200000,6400.000000386352,-513467.14659638423,104253.67160213448,298.6286497640198,404.90595822688425,264
3300000,6600.000000427098,-512874.885928547,104427.69265848509,299.1271230771403,405.22354418750825,264
3400000,6800.000000467843,-512010.7266814085,104734.42795428401,300.005748700696,404.54410723571334,264
