#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-512660.9695104137,105257.17039032344,301.4923437002637,404.1680361187013,0
200000,400.00000000118183,-512671.42122278456,104461.8256658027,299.2142058389076,404.00007259214556,259
300000,599.9999999996356,-513639.38715653075,103860.49412500614,297.4917877375721,403.6907169632403,258
400000,799.9999999949063,-512583.8642959199,104219.51045577457,298.5201326435643,405.02352463626045,258
500000,999.9999999901769,-512388.1836722046,104283.6415453467,298.70382590101616,404.6980975713964,258
600000,1199.9999999854476,-513959.0659559034,103788.81348743028,297.28647000633794,403.70064956623054,258
700000,1399.9999999807183,-514314.69871711405,105268.69217067485,301.52534599881363,404.5558430941795,258
800000,1599.9999999759889,-513101.6724038422,104997.15898475444,300.7475825807779,402.6769901792582,258
900000,1799.9999999712595,-512136.5426654471,105173.83441781765,301.2536411247323,405.0335832966736,258
1000000,1999.9999999665301,-512763.00216034055,103794.5751152382,297.30297326844254,404.6884960862295,258
1100000,2199.9999999618008,-514596.79510589084,103974.38217687298,297.8180018619825,402.7987946240946,258
1200000,2399.9999999570714,-513100.7017621575,104936.83717938873,300.57480040918335,404.4853804028632,258
1300000,2599.999999952342,-511442.4660064578,105173.38874231026,301.2523645584637,405.1848326165155,258
1400000,2799.9999999476127,-512801.1938651609,104299.39874980308,298.7489598950623,404.59155017102756,258
1500000,2999.9999999428833,-514042.5605731392,104039.78918852471,298.0053497943294,403.42258204475365,258
1600000,3199.999999938154,-513473.6043442562,103767.78062874888,297.22622474385315,404.7092192803975,258
1700000,3399.9999999334245,-512511.41302491026,104474.7238787699,299.2511507087213,404.35080233202996,258
1800000,3599.999999928695,-514591.80846103886,105149.33421907449,301.18346422074745,403.4228762878833,258
1900000,3799.999999923966,-512417.7099446291,104862.80851100577,300.36275711893506,404.6944143351509,258
2000000,3999.9999999192364,-513072.8970374074,103910.88159563817,297.63611459490306,404.8785581222366,258
2100000,4199.999999938153,-514063.1674794117,103946.60630487796,297.7384423154448,404.42016817936826,258
2200000,4399.999999978899,-513796.57915099664,104536.11669512527,299.4270006201402,404.88808418995893,258
2300000,4600.000000019644,-513414.0755822719,105691.17942407311,302.73549321955096,405.345162929108,258
2400000,4800.0000000603895,-512768.9021725976,105171.09250986643,301.24578736758343,403.9678086921584,258
2500000,5000.000000101135,-513464.2509331289,103644.52326351486,296.8731737185888,404.82890544733664,258
2600000,5200.00000014188,-513774.3909468851,104794.5309171949,300.16718686273384,404.45888720814,258
2700000,5400.000000182626,-513853.6417548442,105822.34169400926,303.1111865810717,404.1439529137479,258
2800000,5600.000000223371,-512321.80041670986,105066.60696675163,300.9465052269021,406.6538705188208,258
2900000,5800.000000264116,-513054.96445627045,104345.23616891116,298.88025385693516,404.3436043966711,258
3000000,6000.000000304862,-513258.83095914405,105722.90313579634,302.82636072209584,403.21088374998266,258
3100000,6200.000000345607,-514157.5183796184,105653.31829820934,302.6270460750052,404.51106437919884,258
3200000,6400.000000386352,-513783.63948047487,104282.7611714314,298.70130421062606,404.24915697813117,258
3300000,6600.000000427098,-514881.264828681,105204.04597354261,301.34017729807397,403.67290771512444,258
3400000,6800.000000467843,-514681.57202922413,104460.84001408349,299.21138259707243,404.2236228684143,258
3500000,7000.0000005085885,-513897.60705685196,104970.54772461473,300.67135887878607,406.71663938228215,258
3600000,7200.000000549334,-514147.69025706453,104717.89383927808,299.9476722002192,404.0672804877207,258
3700000,7400.000000590079,-512607.1052155751,105338.52604505094,301.72537397198863,403.4860292222967,258
3800000,7600.000000630825,-513633.6689478755,104351.33691943396,298.89772848186215,403.163852437444,258
3900000,7800.00000067157,-513402.4072548235,105049.82765098436,300.89844355834686,405.22822696571995,258
4000000,8000.000000712315,-512849.1345757209,105023.17409137287,300.82209869627786,405.3368660276669,258
4100000,8200.00000075306,-514104.9769733534,104338.0204796259,298.85958566809865,404.0272134057238,258
4200000,8400.000000793805,-513845.9824527465,104701.72059086431,299.9013465147439,403.64255451303075,258
4300000,8600.00000083455,-514027.7228387194,104045.86185322911,298.0227439719179,403.92301988591163,259
4400000,8800.000000875296,-514754.74755596556,105304.67928746343,301.6284253438442,404.26901097837555,259
4500000,9000.000000916041,-512648.52045811946,105201.027405556,301.33153109246604,405.0718123826499,259
4600000,9200.000000956787,-513821.4858648055,104495.17347753746,299.30972531639225,402.07917723587485,259
4700000,9400.000000997532,-514255.6069385037,104731.11085637688,299.9855302335205,403.5206312783262,259
4800000,9600.000001038277,-514348.6874983059,104883.35810959153,300.4216181601045,404.69756117074184,259
4900000,9800.000001079023,-514464.7163813142,104756.64781283436,300.05867676429637,403.08770005412373,259
5000000,10000.000001119768,-515156.37732535554,104538.35477108667,299.43341123107035,402.0596019366937,259
5100000,10200.000001160513,-514290.25411593914,106119.89994616192,303.96349464232947,403.32598569362386,259
5200000,10400.000001201259,-513451.62889578147,104774.45667027502,300.1096873904466,404.53060222677396,259
5300000,10600.000001242004,-513619.3887163643,105008.18733230169,300.77917151991466,404.10942777734965,259
5400000,10800.00000128275,-513239.1707915664,103398.92047855843,296.1696837902425,403.5814308882091,259
5500000,11000.000001323495,-513642.7014552448,103951.51842994185,297.75251231269596,404.3454238954427,259
5600000,11200.00000136424,-513908.11826970335,104218.29058768856,298.516638526376,404.63717822794274,259
5700000,11400.000001404986,-513230.3442689683,104637.53016692807,299.7174833034883,404.5704764672262,259
5800000,11600.000001445731,-513555.64757627994,104826.05979428627,300.25749629261173,404.31797841692514,259
5900000,11800.000001486476,-512942.11983356485,103667.34578853892,296.93854519431005,405.19834850411553,259
6000000,12000.000001527222,-514299.7103284318,104381.0115903444,298.9827268344508,402.5676571468829,259
6100000,12200.000001567967,-512911.3396750991,104280.38715651364,298.69450422427946,404.43106129274287,259
