200,-479365.5734,98062.44364,299.0185093,379.0144381,0,0
400,-479852.4405,98552.9884,300.5143109,378.4114795,248,1.405046582
600,-480150.5569,97808.01176,298.2426787,377.5016231,248,1.394408941
800,-479677.26,98634.98267,300.7643333,379.8721584,248,1.535307169
1000,-480665.5389,97599.70652,297.6075005,379.31331,248,1.63635087
1200,-479528.5463,98315.36964,299.789748,377.4173513,248,1.495962262
1400,-479123.1603,98268.27974,299.6461584,380.4773531,248,1.6002388
1600,-479541.3948,98037.26637,298.9417371,379.0218472,248,1.556763411
1800,-478250.4848,98845.84112,301.4072968,379.8756553,248,1.748378515
2000,-478920.5834,98658.72253,300.8367224,378.4090226,248,1.663873076
2200,-481650.4081,98453.08048,300.2096651,377.882529,248,1.642303944
2400,-480032.0286,98135.66198,299.2417715,378.0034726,248,1.655210495
2600,-480327.4873,98308.0062,299.7672949,378.9053785,248,1.61294508
2800,-479356.0358,98238.85127,299.5564231,379.3656785,248,1.717800975
3000,-479834.8544,97806.41529,298.2378107,378.7510501,248,2.0906322
3200,-480275.263,98229.41628,299.5276533,377.954039,248,1.656660795
3400,-480883.9451,98362.86519,299.9345746,377.843085,248,1.678669691
3600,-480280.522,98504.35509,300.366015,378.3141239,248,1.753529429
3800,-480914.8216,98377.11839,299.9780364,377.8944158,248,1.783042908
4000,-480126.3843,97992.86881,298.8063571,377.7999013,248,1.753409505
4200,-479305.0462,98134.70983,299.2388681,379.7456209,248,1.638332605
4400,-479880.2882,98377.03109,299.9777702,378.6048923,248,1.843889832
4600,-480676.3717,98125.45207,299.2106387,378.1282466,248,1.849260569
4800,-479411.5899,98412.27053,300.0852246,378.6494966,248,1.776892543
5000,-479667.041,97331.79482,296.7905664,377.6925312,248,1.71180582
5200,-480639.152,98324.10251,299.8163769,379.4015442,248,1.815492153
5400,-480269.6702,98299.34826,299.7408945,377.5718361,248,1.791256666
5600,-479655.3383,98037.0046,298.9409389,379.2545373,248,2.004647732
5800,-481488.3113,98779.32339,301.2044666,379.8303033,248,1.923818469
6000,-479665.9893,98522.94385,300.4226971,376.9287226,248,1.882007718
6200,-481012.9101,98075.44852,299.0581646,378.8124097,248,2.01150465
6400,-480306.2617,98485.15492,300.3074685,378.9365564,248,2.089015245
6600,-480321.4537,98708.03546,300.9870907,378.8409205,248,1.915188909
