#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-512282.55814044643,104885.07424791204,300.43726634958784,405.23448097897653,0
200000,400.00000000118183,-513344.6697762008,104554.54213620105,299.49047611470195,405.6762192133835,257
300000,599.9999999996356,-512301.6775885117,105387.80352364489,301.8773054628566,404.5509863655559,257
400000,799.9999999949063,-513193.4736692463,105902.33738996177,303.3511581473209,404.2994632028339,258
500000,999.9999999901769,-513451.4967646054,105309.85260096507,301.6540195254886,404.3662184305388,258
600000,1199.9999999854476,-513886.09975408344,104965.08522942197,300.6664532070617,404.4918381642637,259
700000,1399.9999999807183,-513473.29902402917,103942.00564194354,297.7359005357296,403.48582837120273,259
800000,1599.9999999759889,-513461.95597003587,104757.97251139127,300.0731907311798,404.2669546381427,259
900000,1799.9999999712595,-513976.17805048963,104486.62807584065,299.29594019252534,402.73743545483563,259
1000000,1999.9999999665301,-511288.0379360663,104236.26245375583,298.5787822591736,405.6243492773941,259
1100000,2199.9999999618008,-514148.0704612336,104659.3282650779,299.7906299577236,404.7412461543659,259
1200000,2399.9999999570714,-512457.63922846504,105073.06580573425,300.9757573611441,404.6965411307302,259
1300000,2599.999999952342,-514182.7604518407,104275.3759156777,298.6908205225922,403.3866866654116,260
1400000,2799.9999999476127,-513491.33430391597,104963.48911815719,300.6618812380888,405.72349535846956,260
1500000,2999.9999999428833,-513031.2293486893,104457.08726175991,299.21132222860814,403.42585424227,260
1600000,3199.999999938154,-513346.7429536721,104896.85742524726,300.47101858376317,403.9471891477157,260
1700000,3399.9999999334245,-512404.8912244807,104569.3007440751,299.5327512986268,403.8217314639767,260
1800000,3599.999999928695,-513530.43304191437,104842.26335084275,300.31463699571935,404.6202976344154,260
1900000,3799.999999923966,-513252.70243481547,104778.25158804806,300.13127898061424,405.35482979869215,260
2000000,3999.9999999192364,-513691.33248442877,104926.49829509342,300.5559231516691,404.31922339909227,260
2100000,4199.999999938153,-513687.3546246872,104127.1943373587,298.2663629090304,404.66633880709986,260
2200000,4399.999999978899,-513943.60246859724,103520.78958170698,296.52935134283973,403.5132281347207,260
2300000,4600.000000019644,-512445.2528544711,105339.13472887222,301.7378964977309,405.2422543928136,260
2400000,4800.0000000603895,-512621.33039990347,105099.64418610462,301.05188960397965,404.4595304579787,260
2500000,5000.000000101135,-514192.8742087851,104801.55089714029,300.1980185122558,403.89393133862114,260
2600000,5200.00000014188,-513348.01379875746,104711.66051208955,299.9405326712112,403.2469470734317,260
2700000,5400.000000182626,-513824.18248555576,104784.23775981454,300.1484260255519,404.2002866097416,260
2800000,5600.000000223371,-512955.67204964627,104145.18823114259,298.31790538347855,404.9725828068078,260
2900000,5800.000000264116,-513243.58707627,104699.19267012726,299.9048192545664,404.9143134250476,260
3000000,6000.000000304862,-513643.47463338776,104935.41390085954,300.5814613919137,402.97413415659366,260
3100000,6200.000000345607,-514124.2946252045,105171.0237346919,301.2563522179846,402.5130609741818,260
3200000,6400.000000386352,-513915.91151517304,104098.38361936877,298.1838362633992,404.2381946636205,260
