#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-512033.19256344996,104562.49313381646,299.50255171361897,404.52168390412925,0
200000,400.00000000118183,-512743.3706963095,105498.88161615492,302.1846868793968,405.0928481677205,263
300000,599.9999999996356,-512921.8717180919,104463.7856408984,299.21981987435055,406.2548970227292,262
400000,799.9999999949063,-513885.25658927904,105331.496807747,301.7052398450562,405.4252041496677,262
500000,999.9999999901769,-513490.1376855755,105436.31752359355,302.00548203446453,402.78593734107284,262
600000,1199.9999999854476,-514170.6513263704,104299.07138656735,298.7480222153887,403.8631866862133,262
700000,1399.9999999807183,-515495.41470502643,105091.90717053926,301.01897361749,404.3155815707492,262
800000,1599.9999999759889,-513332.56361590326,103955.17265426362,297.7629792542933,404.05004076973404,263
900000,1799.9999999712595,-512949.74210061785,104732.2702818184,299.9888512224129,403.95524705947895,263
1000000,1999.9999999665301,-513291.02823127015,104708.73533940606,299.92143914093253,405.14095957017236,263
1100000,2199.9999999618008,-512320.16956188064,104252.57336832909,298.61483607287613,405.3319456973424,263
1200000,2399.9999999570714,-513530.391873925,104822.5447799848,300.24742809587076,402.92427677135987,263
1300000,2599.999999952342,-512252.39517063694,105148.56859904825,301.1812712245341,405.1596557543081,263
1400000,2799.9999999476127,-513686.7001440162,105468.88048671538,302.09875343852207,403.96110768751646,263
1500000,2999.9999999428833,-513800.41179928835,105263.24937543122,301.5097559816376,403.72215633879597,263
1600000,3199.999999938154,-513477.177774969,104214.37542961724,298.50542418175223,403.33661616631565,263
1700000,3399.9999999334245,-512980.07562078163,104629.62740473973,299.69484710412024,404.29306582247335,263
1800000,3599.999999928695,-511877.4543923824,104555.31398467801,299.4819881881936,403.50704854905024,263
1900000,3799.999999923966,-513960.4599459516,104659.61781679458,299.78074984675925,404.0645288160102,263
2000000,3999.9999999192364,-512934.5266943234,103863.86145753646,297.5014329234803,404.2299638123041,263
2100000,4199.999999938153,-513585.0151611399,104477.26290343615,299.2584233391226,403.6031304645744,263
2200000,4399.999999978899,-513909.1262318357,105195.9330232277,301.316939048407,403.5179421787954,262
2300000,4600.000000019644,-511961.3291777363,104514.23668669455,299.3643288325793,404.7478021241272,262
2400000,4800.0000000603895,-513132.53856148385,104382.15310165138,298.98599651116757,402.5221287878442,262
2500000,5000.000000101135,-512753.252970438,103827.18072768126,297.396366834665,404.5832684226821,262
2600000,5200.00000014188,-512743.27003243286,104766.78897234017,300.0877244950677,403.9164289767935,262
2700000,5400.000000182626,-512582.528367518,104634.78756449779,299.7096275571151,404.474652264968,262
2800000,5600.000000223371,-513616.7128595337,104764.43108375714,300.08097070002975,403.540714100543,262
2900000,5800.000000264116,-513841.0579235265,105674.53649248139,302.6878222016714,403.4577824759724,262
3000000,6000.000000304862,-513796.54454629356,104151.20225758612,298.32447472601433,402.3133694730982,262
3100000,6200.000000345607,-513456.7226835354,104955.56009474205,300.62842920815103,402.6006266851057,262
3200000,6400.000000386352,-513080.3463489553,105161.24833023253,301.21759028819565,404.9909421772088,262
3300000,6600.000000427098,-514314.12705684314,104685.95459947432,299.8561873519306,403.657254078048,262
3400000,6800.000000467843,-513691.8228984289,104898.31112023105,300.4644486694785,403.1424337723547,262
3500000,7000.0000005085885,-513848.4761676453,105006.96616414435,300.7756736788797,403.3298774257991,262
3600000,7200.000000549334,-514277.2853687117,104809.08350411188,300.20887042234534,403.9142872120585,262
3700000,7400.000000590079,-513883.118242417,104507.76032342762,299.34577832497246,404.77738368515986,262
3800000,7600.000000630825,-513856.65068993066,104936.14705725154,300.57282366460805,406.07428937791843,262
3900000,7800.00000067157,-512002.1562838517,104312.54726886653,298.78662172668794,404.7019373254089,262
4000000,8000.000000712315,-513521.8572784052,105367.06269538123,301.8071126464897,404.63871869793746,262
4100000,8200.00000075306,-513693.14041470224,104712.8559220297,299.933241891358,403.58566615618673,262
4200000,8400.000000793805,-513349.0819693841,105191.97734485456,301.30560863985414,404.6072297785668,262
4300000,8600.00000083455,-512873.6971514197,104286.62735662158,298.71237828025806,403.96152570920253,262
4400000,8800.000000875296,-511955.8362931283,104191.85295515362,298.44091215291104,403.03625863843473,262
4500000,9000.000000916041,-512979.2864793069,104911.61029902683,300.50254204183074,403.84431786470117,262
4600000,9200.000000956787,-514058.46471506637,104750.37165980134,300.04069972690945,403.714773668785,262
4700000,9400.000000997532,-513255.7167875455,104614.90175356058,299.65266782958673,402.15102343699436,262
4800000,9600.000001038277,-513662.0910944948,105228.32341563713,301.409716151237,403.55768819600235,262
4900000,9800.000001079023,-513488.428701879,104798.69804161473,300.1791229246968,404.62870865035853,262
5000000,10000.000001119768,-513107.2203257894,105456.29140273307,302.06269401928444,404.6929589773101,262
5100000,10200.000001160513,-514213.8199316347,104863.70465737785,300.365323987007,402.37913709114684,262
5200000,10400.000001201259,-513566.411533481,103966.05299736571,297.79414425834904,404.80637673355733,262
5300000,10600.000001242004,-513392.92789060995,104684.4771568306,299.8519554535841,405.5770333436202,262
5400000,10800.00000128275,-513663.9246711815,104831.39778164728,300.27278610435707,403.337048380254,262
5500000,11000.000001323495,-514157.0234286804,105279.23670744163,301.55554913928626,403.63683988919627,262
5600000,11200.00000136424,-512066.92062791623,104277.72422421165,298.6868766802569,404.8752479212905,262
5700000,11400.000001404986,-512479.98306677537,104469.19428080507,299.23531205902214,402.84213604411786,262
5800000,11600.000001445731,-513966.60582864843,104142.55098240718,298.2996945308027,403.8695390603112,262
5900000,11800.000001486476,-513767.49927341845,104591.1293225321,299.5845754999179,405.2855820943933,262
6000000,12000.000001527222,-513618.64426163863,104992.79004600935,300.73506845393166,403.68972581595517,262
6100000,12200.000001567967,-512805.21016786713,104834.65179088962,300.28210669381673,406.1011834193384,262
6200000,12400.000001608712,-513614.46880182065,105264.24852720927,301.51261789223395,403.7490851258477,262
6300000,12600.000001649458,-512997.94804472476,105727.7862120422,302.84034751365004,404.7311341269264,262
6400000,12800.000001690203,-512933.4481718978,105457.19029375166,302.0652687489577,404.1011167950564,262
6500000,13000.000001730948,-513156.5365254688,105243.7695120007,301.4539590258687,405.843521798097,262
6600000,13200.000001771694,-514079.8116112766,104521.69561538775,299.38569374182845,403.00493142989745,262
6700000,13400.00000181244,-512188.95940668834,105015.36760799063,300.79973827216384,405.7134464869617,262
6800000,13600.000001853185,-513556.565673077,104360.41273724969,298.9237247116117,405.13569897947843,262
6900000,13800.00000189393,-513891.00622567674,104411.15602111816,299.06907073909684,403.6741077163065,262
7000000,14000.000001934675,-513093.91415184643,104190.8710976378,298.4380997789651,402.8517094055908,262
7100000,14200.00000197542,-514006.06591919996,104806.72672490333,300.2021198049333,404.1895136531752,262
7200000,14400.000002016166,-514292.60135246115,104478.95934939157,299.2632825374572,404.00983455560356,262
7300000,14600.000002056911,-512849.85093354573,105466.70494993695,302.0925219610873,402.8952260607892,262
7400000,14800.000002097657,-513677.2809392931,104787.78726900299,300.14787076017353,404.0546072675992,262
7500000,15000.000002138402,-513137.3149214657,104445.5113421377,299.16747606592014,404.1197436610669,262
7600000,15200.000002179147,-513322.4471181361,104194.53123594308,298.44858366022316,404.9066128043947,262
7700000,15400.000002219893,-513990.5047729993,105340.43255109554,301.73083485387946,404.5129702090907,262
7800000,15600.000002260638,-512767.7233450874,105395.06895208883,301.8873320932194,403.2954611710407,262
7900000,15800.000002301384,-513087.84630739084,103802.73128270521,297.3263353067352,404.6402563368675,262
8000000,16000.000002342129,-513079.1234829682,104949.27036069473,300.61041327011907,404.952036787216,262
8100000,16200.000002382874,-514939.6953103072,104513.09690527222,299.36106411084063,403.473474302778,262
8200000,16400.000002423618,-512555.48252383526,104981.97353208356,300.70408627835104,404.55110693849537,262
8300000,16600.000002464363,-512467.4330433593,104506.44924358372,299.34202294628,403.8936650950754,262
8400000,16800.00000250511,-512925.8817875278,104604.93047249812,299.6241066884686,404.11039634591316,262
8500000,17000.000002545854,-513607.1725952304,104881.12667299819,300.4152265665831,402.7810893705254,262
8600000,17200.0000025866,-513277.13394347625,104249.78077368927,298.6068371318079,404.145045036556,262
8700000,17400.000002627345,-511923.9433622407,104228.01865143684,298.54450301036564,404.4865567972839,262
8800000,17600.00000266809,-514481.2749743364,104976.73363181757,300.6890774214143,404.19523959208135,262
8900000,17800.000002708835,-514783.6554995924,105206.26581652788,301.34653568355776,404.3518555388193,262
9000000,18000.00000274958,-514744.3865483985,104453.52496432059,299.1904298060263,403.06403430828897,262
9100000,18200.000002790326,-512824.4677684987,104229.34437512339,298.5483003340052,404.90371475781035,262
9200000,18400.00000283107,-512965.8994395947,104997.03170381504,300.7472180048674,406.39230305826396,262
9300000,18600.000002871817,-513284.2435625312,105271.03605047305,301.53205966792603,403.64100509392415,262
9400000,18800.000002912562,-513568.2263089116,104158.20957225727,298.3445460590686,405.8167659963593,262
9500000,19000.000002953308,-513845.3260952416,105437.26506026112,302.0081961018253,405.1693621326355,262
9600000,19200.000002994053,-513482.07681573695,104747.26458646124,300.0318000118603,404.8533331391777,262
9700000,19400.0000030348,-513618.2606585864,104588.16350858202,299.5760803998171,405.0029733116744,262
9800000,19600.000003075544,-514369.1198128308,104785.36999523637,300.14094686576743,404.8473006143805,262
9900000,19800.00000311629,-513974.360428459,105985.64955833054,303.5789558606022,404.35816358960153,262
10000000,20000.000003157034,-511765.7139644567,105827.08303719334,303.1247674009204,406.0653583513187,262
