#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-514305.446322497,104979.76727365308,300.7085090788323,404.1983510483332,0
200000,400.00000000118183,-514698.9337303499,104716.56036926876,299.95456803045533,402.7019314017138,263
300000,599.9999999996356,-514867.3736702753,104625.21713121503,299.6929205754942,403.4405809374267,263
400000,799.9999999949063,-512807.83483366715,104342.15150170855,298.88209535049185,403.69002546179274,263
500000,999.9999999901769,-511531.9140946511,105113.0972139209,301.0904250288743,404.6930542256494,263
600000,1199.9999999854476,-513668.0947513967,105141.56318151415,301.17196415681065,403.3749422483332,263
700000,1399.9999999807183,-513308.30447786767,104567.59222116333,299.5278573329526,404.8837971191651,263
800000,1599.9999999759889,-513394.43742389604,104471.72639582504,299.2532551866748,404.2695498242515,263
900000,1799.9999999712595,-513909.4127278598,104997.88975605194,300.7604198879767,406.34763345854356,263
1000000,1999.9999999665301,-513443.0021770792,104628.37234804116,299.70195851272956,404.8560503980258,263
1100000,2199.9999999618008,-514036.29546839604,104860.70231915824,300.3674543605802,403.83510160025463,263
1200000,2399.9999999570714,-513521.007829661,103975.84595041728,297.83283415419896,404.3996718898676,263
1300000,2599.999999952342,-513478.5604531667,103971.52471345878,297.8204562193177,403.4493909995786,263
1400000,2799.9999999476127,-513064.8088145838,105100.16407830967,301.05337880531744,402.7192765927899,263
1500000,2999.9999999428833,-512213.1825440796,104292.36975155165,298.7394983886411,404.13034838268953,263
1600000,3199.999999938154,-512090.77660784684,104798.26189762482,300.1885973621967,405.2389145432511,263
1700000,3399.9999999334245,-512993.95622636145,104947.36388914008,300.6156914464535,404.9677837916706,263
1800000,3599.999999928695,-513674.90285514574,105035.84401500272,300.8691376811161,403.7503090010294,263
1900000,3799.999999923966,-513303.860429205,104551.66968836501,299.48224815298505,404.735640365712,263
2000000,3999.9999999192364,-512632.565161509,104475.83532517302,299.26502497860923,405.8671847389068,263
2100000,4199.999999938153,-513291.6715719858,104903.79332114337,300.49088605887965,405.2536835543497,263
2200000,4399.999999978899,-514162.7180598043,104052.0470754595,298.05110789681305,403.8110038172556,263
2300000,4600.000000019644,-512185.2109191371,104248.7415395785,298.6145278832101,404.3012476260408,263
2400000,4800.0000000603895,-512790.4037603657,104490.18176733039,299.3061195375302,404.37923936545224,263
2500000,5000.000000101135,-513716.4614998959,104582.69282601838,299.57111214757145,403.3586782496801,263
2600000,5200.00000014188,-514147.51216411125,104358.99444647494,298.93034099763634,405.6632014608588,263
2700000,5400.000000182626,-514136.05486681964,105394.63623731525,301.89687737841837,403.72909338933397,263
2800000,5600.000000223371,-513231.0735967965,103800.6674556199,297.3310454251777,404.1106251140216,263
2900000,5800.000000264116,-512522.46444873,104119.41382668755,298.24407608343955,405.2828101495556,263
3000000,6000.000000304862,-514079.0343249999,106063.6525219169,303.8132360703518,405.34330944232386,263
3100000,6200.000000345607,-512768.8586531682,105059.161304863,300.9359287176343,404.7008286883414,263
3200000,6400.000000386352,-513118.0293865418,104944.37789219251,300.6071382298334,404.5717545484873,263
3300000,6600.000000427098,-512727.5313682775,104360.04595968314,298.93335299677983,404.3613740035247,263
3400000,6800.000000467843,-513605.1576019316,104917.48689446144,300.5301105125375,403.9940462924945,263
3500000,7000.0000005085885,-513901.6468933895,104394.05183363409,299.03076086804185,403.4025084445354,263
3600000,7200.000000549334,-513647.2922769999,104774.17959445153,300.1196149890166,404.78026774888974,263
3700000,7400.000000590079,-513319.058176382,104100.94932969823,298.1911855931599,403.65886456081734,263
3800000,7600.000000630825,-513530.19612143375,104401.00433398713,299.05067590567086,402.3880452436541,263
3900000,7800.00000067157,-512835.5548450416,104602.40979500616,299.6275902718981,405.05926882516974,263
4000000,8000.000000712315,-514578.56058091344,105617.4540542888,302.5351262074871,403.76318840396254,263
4100000,8200.00000075306,-514096.6238440578,103686.51572847925,297.0040643642676,404.97935191715015,263
4200000,8400.000000793805,-514452.46600149106,104004.02382841718,297.91354806605466,403.88111084508205,263
4300000,8600.00000083455,-514485.2882584282,104781.57626413822,300.1408023241708,405.2021287380185,263
4400000,8800.000000875296,-512073.13653241144,104778.5449949149,300.13211942771915,405.2234592881383,263
4500000,9000.000000916041,-513710.3929538829,104991.32731331675,300.7416221479735,404.38075236703196,263
4600000,9200.000000956787,-510584.64668896096,104605.43605339667,299.6362588151073,406.20857402613774,263
4700000,9400.000000997532,-512105.36798737897,104872.43142278591,300.4010517037284,404.9801743372825,263
4800000,9600.000001038277,-512680.34601871995,105289.30794385192,301.5951705361026,406.07449908959313,263
4900000,9800.000001079023,-512131.06566743366,104341.61223550921,298.88055065346106,404.7769864248614,263
