#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-512878.7187231011,104492.80435668584,299.3136317939914,403.53187434120065,0
200000,400.00000000118183,-514637.97382499604,105108.8421069067,301.07823651941726,403.53116302588353,261
300000,599.9999999996356,-512337.40202718135,104894.69261837473,300.4648176189107,404.5896036701495,261
400000,799.9999999949063,-513427.10431548674,104498.909027363,299.3311182722474,402.3314641364333,261
500000,999.9999999901769,-512973.01948532974,104509.35302904109,299.3610345147291,404.46806256351846,261
600000,1199.9999999854476,-514288.7177693625,104247.57294743869,298.6111805181967,405.0363825965846,261
700000,1399.9999999807183,-513596.51294753654,105322.27556577377,301.6896043941064,404.0841514047445,261
800000,1599.9999999759889,-512605.59960799525,105220.23758254427,301.39732245632723,405.6156616343793,261
900000,1799.9999999712595,-514083.48308955505,104969.59410147136,300.67936861187553,403.8787242811287,261
1000000,1999.9999999665301,-513878.81983586773,104968.02626415738,300.6748776320095,402.99565787179927,261
1100000,2199.9999999618008,-513539.5396699058,104349.65469585889,298.903587818849,404.78063348808195,261
1200000,2399.9999999570714,-512126.08392672613,104944.30903498485,300.60694099232006,404.7042961306118,261
1300000,2599.999999952342,-513207.2325468967,104880.40602405503,300.4238944906807,404.96408800066206,261
1400000,2799.9999999476127,-513577.2120489748,105247.5624050583,301.47559283977756,404.12622258171837,261
1500000,2999.9999999428833,-513425.8678143723,104246.50871022948,298.60813207188363,404.2792906750245,261
1600000,3199.999999938154,-513620.49415307073,104159.52505537769,298.35897239241393,405.59530121911314,261
1700000,3399.9999999334245,-512832.01441013115,104771.27905543137,300.11130656171747,404.64393700105643,261
1800000,3599.999999928695,-513945.2249276992,104364.64133706153,298.94651619113625,404.3342783118011,261
1900000,3799.999999923966,-511847.58444710774,103889.55451390333,297.58565729436907,404.49398247108184,261
2000000,3999.9999999192364,-512539.46261971025,104643.6314131369,299.7456672275995,404.9317852588875,261
2100000,4199.999999938153,-512779.7374445074,104615.8515297129,299.66609334832964,403.98288927342054,261
2200000,4399.999999978899,-512828.9731485308,104637.88358108723,299.72920289308075,405.2815866606023,261
2300000,4600.000000019644,-513745.570904681,104291.31006000761,298.73646296312467,405.5492829805199,261
2400000,4800.0000000603895,-514187.5385980904,104540.2475038576,299.449529962015,402.6526643568819,261
2500000,5000.000000101135,-512545.9718289119,104268.5855759868,298.6713699848589,405.45764083101733,261
2600000,5200.00000014188,-513115.5350933857,103676.33113963483,296.97489119493673,403.8714614628272,261
2700000,5400.000000182626,-513077.7902975343,104143.27028838033,298.31241154668015,403.55675232888785,261
2800000,5600.000000223371,-513901.1248729243,104967.12348510989,300.67229167332005,404.1733764314446,261
2900000,5800.000000264116,-513082.80870183604,105148.72743203305,301.1924857406182,404.42755615385744,261
3000000,6000.000000304862,-513974.0422412623,105568.63918975665,302.3952988339315,403.9403033372452,261
3100000,6200.000000345607,-512847.01900996687,104272.40813788382,298.68231949369067,404.99407367888944,261
3200000,6400.000000386352,-512843.4716189639,105136.94867655402,301.15874617259584,402.5578730349799,261
3300000,6600.000000427098,-514450.63610678073,104996.52146352676,300.7565004926883,402.8127111973317,261
3400000,6800.000000467843,-513744.627856961,104970.58870679763,300.68221760166233,403.8585068158399,261
3500000,7000.0000005085885,-513713.59553139936,104538.66513251269,299.4449973502528,403.6187797031873,261
3600000,7200.000000549334,-513941.89014938055,104749.58225004462,300.0491573098277,404.4511618934435,261
3700000,7400.000000590079,-513010.6916399291,105844.3313515427,303.1850031844784,403.98928982518544,261
3800000,7600.000000630825,-514875.2677582465,105379.78811090719,301.85434577379834,402.447439176097,261
3900000,7800.00000067157,-513285.9180713417,104539.9506029495,299.4486795064297,403.0515316748355,261
4000000,8000.000000712315,-512840.30906726466,105435.33385649801,302.0134533692529,404.04275694802413,261
4100000,8200.00000075306,-512759.90074703656,105211.21208393003,301.3714694343358,404.69492591111043,261
4200000,8400.000000793805,-513281.77028166084,103863.58704841556,297.511274982099,404.853509643301,261
4300000,8600.00000083455,-511959.71286957385,104853.38176059525,300.34648504136504,406.5173336998139,261
4400000,8800.000000875296,-513673.8958351873,104583.20814224379,299.57258824127854,404.8709748145102,261
4500000,9000.000000916041,-513764.4681121479,104908.46397507834,300.5042648786054,403.70631242784367,261
4600000,9200.000000956787,-514994.99925716035,103973.88841925494,297.82722691870407,403.3185969633877,261
4700000,9400.000000997532,-513922.5063831727,105921.64500741969,303.40646370772004,403.735859800061,261
4800000,9600.000001038277,-513741.07493531797,104768.69175474881,300.1038953876313,403.9008135955055,261
4900000,9800.000001079023,-511824.5536671784,104514.61583399106,299.3761095170003,405.904069359757,261
5000000,10000.000001119768,-513134.8191901352,104462.39566414987,299.2265278421252,404.8817321485025,261
5100000,10200.000001160513,-513843.0479008523,104853.09158951428,300.3456538629828,403.9045897261607,261
5200000,10400.000001201259,-513855.6702499022,105331.55531127221,301.71618569168345,404.06216111482166,261
5300000,10600.000001242004,-515616.890779858,103623.15817739465,296.8225803010016,403.12488615500894,261
5400000,10800.00000128275,-513523.961799914,105361.91095390217,301.8031376851432,404.7915578732377,261
5500000,11000.000001323495,-513553.50394360675,103969.97215178318,297.8160089956398,404.6454043244334,261
5600000,11200.00000136424,-513560.3027335135,105060.86743977875,300.9408158430312,403.93883752895454,261
5700000,11400.000001404986,-512838.27122004423,104699.8545817521,299.90671526236883,405.7323866300399,261
5800000,11600.000001445731,-513870.9914280921,104169.86491385446,298.3885903226817,403.5287087901199,261
5900000,11800.000001486476,-512754.03947683796,104779.763870836,300.1356108277337,405.55370868379003,261
6000000,12000.000001527222,-514114.55938424077,105602.28540546354,302.4916764848267,403.5192345772534,261
6100000,12200.000001567967,-513386.9536458738,104876.4791932033,300.41264630942163,403.4642767509905,261
6200000,12400.000001608712,-514014.75532745756,105328.92825221136,301.708660632008,403.14373401000165,261
6300000,12600.000001649458,-514790.0444092299,104419.868287483,299.10471061615266,403.73055283849413,261
6400000,12800.000001690203,-514616.95537476055,103947.0365693596,297.7503113381333,404.0223078126462,261
6500000,13000.000001730948,-512591.63155360427,105234.86028603282,301.4392083499516,404.732677583112,261
6600000,13200.000001771694,-513926.41068884917,105531.8371729998,302.28988157232527,403.8888361475999,261
6700000,13400.00000181244,-513459.34108708426,104730.90619789076,299.9956608319394,405.44085523177057,261
6800000,13600.000001853185,-515413.94741856866,104805.56014268356,300.20950276566157,401.8686638594298,261
6900000,13800.00000189393,-514790.95890380675,105070.55236953401,300.96855776762175,402.8025980864085,261
7000000,14000.000001934675,-512541.23691360746,104467.01445407234,299.23975810036836,403.9131085856042,261
7100000,14200.00000197542,-512511.539798507,103957.13657474285,297.7792422230015,405.2019122360292,261
7200000,14400.000002016166,-513817.21355938213,103835.79978746286,297.43167997032225,404.05610702963827,261
7300000,14600.000002056911,-514367.9719887683,104446.64919041825,299.18142297323425,403.5662774746246,261
7400000,14800.000002097657,-512975.19267576654,104653.6211297951,299.77428219675426,403.88436862264723,261
7500000,15000.000002138402,-514137.9132510787,106402.41486060037,304.7836013173239,404.27293240886917,261
7600000,15200.000002179147,-514519.75999750104,104631.11382501549,299.7098113159414,404.2593946927357,261
7700000,15400.000002219893,-514281.0836509336,105449.60633370315,302.05433605981966,404.4240622715516,261
7800000,15600.000002260638,-513395.4297948503,104749.68921325135,300.04946369978506,403.6070268035591,261
7900000,15800.000002301384,-512969.6287671267,104176.89110829541,298.4087164527895,406.49386177301113,261
8000000,16000.000002342129,-512460.44755527144,105057.51598936532,300.93121580596454,405.3555162763109,261
8100000,16200.000002382874,-513095.3670329461,105407.47291423156,301.9336473015881,404.06960038088937,261
8200000,16400.000002423618,-513499.94805636164,105160.89823860093,301.2273483164493,404.7934860180863,261
8300000,16600.000002464363,-514146.0099655781,104245.30478897528,298.6046835086529,402.5872420414519,261
8400000,16800.00000250511,-513850.0602495945,104871.00360838894,300.3969618114596,403.6585753275869,261
8500000,17000.000002545854,-513804.8031930337,104457.7454479984,299.2132075652556,403.8689337400507,261
8600000,17200.0000025866,-512917.96122874646,104368.41327651078,298.9573206948761,404.4061971636572,261
8700000,17400.000002627345,-512604.6374544571,103866.12813569477,297.5185537805477,405.43432939481596,261
8800000,17600.00000266809,-513433.4832655275,104718.9305782321,299.96135735779035,404.2281562829832,261
8900000,17800.000002708835,-512714.84423916275,104777.55126705486,300.1292729513839,404.03784084616336,261
9000000,18000.00000274958,-512611.5902957395,105277.52462235258,301.56141788897753,406.11060643068197,261
9100000,18200.000002790326,-514151.5730498382,104109.88150478527,298.21677129527194,404.00586208076004,261
9200000,18400.00000283107,-513108.46852352517,104955.01009276486,300.6375935572301,404.0204701348887,261
9300000,18600.000002871817,-513130.76692527905,104663.68744934606,299.80311659049215,404.67863525633965,261
9400000,18800.000002912562,-513729.25839333236,104904.32343090253,300.4924045278138,404.1547023739689,261
9500000,19000.000002953308,-513341.70859079575,105132.19335718005,301.14512483358664,404.6517625504448,261
9600000,19200.000002994053,-515180.17736081686,105120.93398940936,301.11287302180017,404.06116709172693,261
9700000,19400.0000030348,-512738.4942757087,104625.68266053137,299.69425405746205,405.59528394536744,261
9800000,19600.000003075544,-512612.38019111054,104317.64439085242,298.81189614012237,405.08380560254045,261
9900000,19800.00000311629,-512821.6157458597,104550.09196674859,299.4777288601028,403.68571228844576,261
10000000,20000.000003157034,-514067.73778884765,104145.43682613397,298.31861746954206,405.8428387677316,261
