#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
100000,200.00000000022686,-514000.98280580854,105491.55482038832,302.16370044380017,404.5160471118234,0
200000,400.00000000118183,-511978.2656472982,103759.08411128144,297.2013149593362,405.5998792830188,263
300000,599.9999999996356,-514286.0282603968,104105.02100153922,298.192195898178,403.531597783272,263
400000,799.9999999949063,-513222.5297675412,104855.87049394706,300.3428842778174,403.53138770518643,263
500000,999.9999999901769,-513594.62978531467,104608.82815529173,299.635270977952,403.09974433689126,263
600000,1199.9999999854476,-513000.1356433546,104407.63218142191,299.05897726342283,404.77494321465866,263
700000,1399.9999999807183,-515083.9605283439,104865.80890849826,300.37135127806636,403.9247391452474,263
800000,1599.9999999759889,-513418.39685307676,105097.53623159863,301.03509716332854,403.96855177614407,263
900000,1799.9999999712595,-512442.65396848926,105602.78520895587,302.4823021164042,403.65350060936856,263
1000000,1999.9999999665301,-513082.3161243615,103986.42012710054,297.8524826466549,403.3173514393117,263
1100000,2199.9999999618008,-514256.661081939,105291.78532278561,301.5914926425765,403.40858035438964,263
1200000,2399.9999999570714,-513999.39225195115,105045.8821308947,300.8871422465736,402.09213242305526,263
1300000,2599.999999952342,-512287.1564451866,104718.84383345855,299.9503933067329,405.40412059587965,263
1400000,2799.9999999476127,-513432.1611172622,105155.17488935147,301.20019388737313,405.54419654809993,263
1500000,2999.9999999428833,-513320.86727630487,104747.83063334481,300.0334213626998,404.6022821982314,263
1600000,3199.999999938154,-513339.4096455318,104865.66623608879,300.3709426157495,404.24633622091454,263
1700000,3399.9999999334245,-514169.74372117966,104561.551282748,299.49985393174825,403.223024741045,263
1800000,3599.999999928695,-513667.9894651994,105488.26654726377,302.1542817109255,403.8159821363543,263
1900000,3799.999999923966,-513133.6983884359,105095.96020572999,301.0305828890886,405.04682284339,263
2000000,3999.9999999192364,-512943.5593944732,104041.1934073153,298.00937195465036,404.82070431022504,263
2100000,4199.999999938153,-512345.79389301594,105276.25092162949,301.54699683297827,405.3847846894799,263
2200000,4399.999999978899,-513498.1974900174,104249.45166137884,298.60589444218925,404.41596665480677,263
2300000,4600.000000019644,-512940.3859962467,104893.2159673546,300.44985441830744,403.72575640920803,263
2400000,4800.0000000603895,-513923.56413007947,105589.44851641002,302.4441012919097,402.6226265180341,263
2500000,5000.000000101135,-512813.68569462374,105091.63902243649,301.01820555010175,405.04860553195954,263
2600000,5200.00000014188,-513123.1313933851,105019.53522065253,300.8116757326182,404.21531996785274,263
2700000,5400.000000182626,-512234.19392989157,104643.32332001347,299.7340768647122,404.62657449824053,263
2800000,5600.000000223371,-513300.8720010179,104588.9936175376,299.5784581142628,404.6366552733957,263
2900000,5800.000000264116,-512433.9415206453,105146.59113480715,301.17560709422906,405.99796526885996,263
3000000,6000.000000304862,-512861.46077004867,105514.4184086842,302.22918953870135,404.5891814472663,263
3100000,6200.000000345607,-514292.87533798907,105187.03564029599,301.29145391686745,402.7876521019419,263
3200000,6400.000000386352,-513316.55890915915,104460.98914380465,299.21180975532667,404.9961987269717,263
3300000,6600.000000427098,-513235.8458990981,104150.61320872657,298.32278748969054,406.0820232716275,263
3400000,6800.000000467843,-513746.79654567316,104129.6094813078,298.26262566905217,404.3321163297111,263
3500000,7000.0000005085885,-512383.7041421081,104892.71523034596,300.44842013716766,404.4150353651219,263
3600000,7200.000000549334,-514195.2384074987,104335.1525478022,298.85137093570654,404.55028267744274,263
3700000,7400.000000590079,-513525.82254529884,104919.3489015585,300.5247080320962,404.748732191008,263
3800000,7600.000000630825,-511813.1869062395,105149.60761918046,301.1842473316596,404.83788771751983,263
3900000,7800.00000067157,-512247.1334765544,104258.56313235301,298.6319927947136,404.4249287298815,263
4000000,8000.000000712315,-511520.4594225632,104758.35311446301,300.0635613282917,405.11550338124647,263
4100000,8200.00000075306,-513324.8592093149,105023.80286355794,300.82389971371947,404.9540404079373,263
4200000,8400.000000793805,-512109.1607949706,105287.02106435015,301.5778461856523,405.82600179858474,263
4300000,8600.00000083455,-513861.7053294331,104697.47763045633,299.8891932327121,404.9756420879477,263
4400000,8800.000000875296,-513452.8917154758,104768.26127075084,300.0919416585807,404.17891434280267,263
4500000,9000.000000916041,-514229.99307232443,103620.96583416424,296.80569722686727,404.2346666136641,263
4600000,9200.000000956787,-513195.0747102224,105254.68455078278,301.4852234101552,404.36316277050753,263
4700000,9400.000000997532,-512886.9882406397,103996.2459318738,297.88062709419086,404.34027580700695,263
4800000,9600.000001038277,-513934.74282125616,104701.2271802082,299.8999332187702,404.3746245464438,263
4900000,9800.000001079023,-513777.5905828313,105014.48732970248,300.79721685568245,405.20245950476567,263
5000000,10000.000001119768,-513896.36328614503,104316.21273275919,298.7971208622399,404.3927565506221,263
5100000,10200.000001160513,-513197.2116492498,105525.68072853249,302.26144865410384,404.4139843738073,263
5200000,10400.000001201259,-512825.7202194026,105159.95629626105,301.21388946336106,404.9033708037681,263
5300000,10600.000001242004,-513440.3099196423,105021.03839844815,300.8159813451947,404.29526265606745,263
5400000,10800.00000128275,-513099.292359862,104143.74870397573,298.30312521283093,404.82309394359373,263
5500000,11000.000001323495,-511456.3602351849,105167.32091508394,301.23498423705803,406.04471414116006,263
5600000,11200.00000136424,-513059.504644725,105460.43367825379,302.07455890554695,404.72319793444416,263
5700000,11400.000001404986,-513903.95603024075,104977.8466368808,300.6922654465515,404.5197975781943,263
5800000,11600.000001445731,-514780.4523528195,104613.2510699305,299.64793971011994,404.0306536829842,263
5900000,11800.000001486476,-512794.5709996666,104613.14950857335,299.6476488038427,405.69772368713893,263
